"data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_or_covid","footnote"
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Male","45-54 years",,"119",,,"0","12","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Male","55-64 years","26","265","19","12","0","33",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Male","65-74 years","56","452","52","27",,"82","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Male","75-84 years","57","474","31","18",,"73","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Male","85 years and over","58","497","46","26",,"79","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Male","All ages","211","1957","157","88",,"285","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","Under 1 year","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","15-24 years","0","11","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","25-34 years",,"18",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","35-44 years",,"45",,,,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","45-54 years","14","64",,,"0","17","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","55-64 years","19","200","21","10",,"32","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","65-74 years","36","350","34","12",,"61","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","75-84 years","61","516","48","22",,"88","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","85 years and over","114","818","76","34",,"160","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Female","All ages","249","2035","192","87","11","365",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware","Unknown","All ages","0","0","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Delaware Total","All","All Ages","460","3992","349","175","16","650",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","Under 1 year",,"20","0","0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","5-14 years","0",,,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","15-24 years","0","42",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","25-34 years",,"67",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","35-44 years","14","95","16","14",,"17","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","45-54 years","31","143","35","31",,"36","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","55-64 years","52","327","71","51",,"73","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","65-74 years","102","427","128","102",,"129","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","75-84 years","70","303","90","69","0","91",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","85 years and over","50","268","59","49",,"61","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Male","All ages","322","1704","406","318",,"415","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","Under 1 year","0","16","0","0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","1-4 years","0",,"0","0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","5-14 years","0",,"0","0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","15-24 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","25-34 years",,"28",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","35-44 years",,"35",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","45-54 years","15","84","20","15","0","20",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","55-64 years","30","197","39","29","0","40",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","65-74 years","54","274","75","53",,"77","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","75-84 years","46","258","65","46","0","65",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","85 years and over","70","430","90","70","0","90",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Female","All ages","220","1344","296","218",,"302","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia","Unknown","All ages","0","0","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","District of Columbia Total","All","All Ages","542","3048","702","536",,"717","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","Under 1 year","0","275",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","1-4 years","0","56",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","5-14 years","0","86",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","15-24 years","0","645","10","0",,"13","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","25-34 years","10","1340","30",,,"40","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","35-44 years","40","1733","70","19",,"97","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","45-54 years","85","2971","177","47","20","233",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","55-64 years","192","6914","475","114","31","584",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","65-74 years","379","10529","950","203","36","1162",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","75-84 years","502","12656","1236","270","34","1501",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","85 years and over","419","12029","1023","202","18","1256",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Male","All ages","1627","49234","3980","860","157","4897",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","Under 1 year","0","221",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","1-4 years","0","51",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","5-14 years","0","55",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","15-24 years",,"237",,,,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","25-34 years",,"611","30",,,"35","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","35-44 years","12","958","51",,,"62","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","45-54 years","33","1811","110","19","12","136",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","55-64 years","85","4263","325","47","23","386",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","65-74 years","248","7227","612","139","39","760",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","75-84 years","362","10592","860","182","35","1074",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","85 years and over","592","16976","1112","269","26","1460",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Female","All ages","1342","43002","3113","673","150","3930",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida","Unknown","All ages","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Florida Total","All","All Ages","2969","92241","7093","1533","307","8827",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","Under 1 year","0","110",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","1-4 years","0","32","0","0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","5-14 years","0","43","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","15-24 years","0","282",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","25-34 years","17","505","14",,"0","25","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","35-44 years","14","679","26",,,"34","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","45-54 years","72","1362","78","28",,"128","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","55-64 years","166","3211","219","65","10","330",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","65-74 years","303","4477","396","152","10","557",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","75-84 years","297","4496","455","153","11","609",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","85 years and over","195","3327","302","95",,"410","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Male","All ages","1064","18524","1493","506","50","2100",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","Under 1 year","0","79","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","1-4 years","0","21","0","0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","5-14 years","0","29",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","15-24 years",,"98",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","25-34 years",,"234","12",,,"20","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","35-44 years","16","435","29",,,"42","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","45-54 years","49","970","81","26",,"109","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","55-64 years","105","2176","165","48","13","235",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","65-74 years","196","3418","260","92","12","376",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","75-84 years","284","4416","328","121","14","505",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","85 years and over","329","5801","385","123",,"599","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Female","All ages","990","17677","1266","420","59","1895",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia","Unknown","All ages","0","0","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Georgia Total","All","All Ages","2054","36201","2759","926","109","3995",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","Under 1 year","0","12","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","5-14 years","0",,,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","15-24 years","0","22",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","25-34 years","0","44",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","35-44 years","0","82",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","45-54 years",,"178",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","55-64 years",,"369",,"0",,"12","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","65-74 years",,"554","31",,,"36","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","75-84 years",,"587","41",,,"48","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","85 years and over",,"690","63","0",,"68","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Male","All ages","10","2544","158",,"14","180","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","Under 1 year","0","18","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","5-14 years","0",,,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","15-24 years","0","11","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","25-34 years",,"21",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","35-44 years","0","33","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","45-54 years",,"95",,,"0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","55-64 years","0","210","20","0",,"22","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","65-74 years","0","338","21","0",,"24","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","75-84 years",,"416","22","0","0","24","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","85 years and over",,"1041","69",,,"70","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Female","All ages",,"2188","138",,,"146","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii","Unknown","All ages","0","0","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Hawaii Total","All","All Ages","16","4732","296",,"20","326","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","Under 1 year","0","26","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","1-4 years","0",,,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","5-14 years","0","12",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","15-24 years","0","55","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","25-34 years","0","67","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","35-44 years","0","104",,"0",,,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","45-54 years","0","176",,"0","0",,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","55-64 years",,"408","21","0",,"27","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","65-74 years","10","686","32",,,"48","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","75-84 years","16","821","46",,,"57","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","85 years and over","14","728","38",,,"48","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Male","All ages","44","3090","147","12","13","192",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Female","Under 1 year","0","17","0","0","0","0",
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-07-01T00:00:00.000","2020-02-01T00:00:00.000","2020-06-27T00:00:00.000","Idaho","Female","5-14 years","0",,"0","0","0","0","One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
